"ID","NAME_TH","APP_NAME_TH","NAME_EN","APP_NAME_EN","GROUP_TYPE_TH","GROUP_TYPE_EN","CATEGORY_TH","CATEGORY_EN","UNIT_TH","UNIT_EN"
R13007,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 100%,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 100% ขายปลีก,"100% San Pa Tong Glutinous Rice (Khiew Ngu)","100% San Pa Tong Glutinous Rice (Khiew Ngu) Retail",ราคาขายปลีกข้าวสาร,Retail Price (White Rice),ขายปลีก,Retail,"",""
R13008,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 5%,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 5% ขายปลีก,"5% San Pa Tong Glutinous Rice (Khiew Ngu)","5% San Pa Tong Glutinous Rice (Khiew Ngu) Retail",ราคาขายปลีกข้าวสาร,Retail Price (White Rice),ขายปลีก,Retail,"",""
R13009,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดยาว,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดยาว ขายปลีก,"10% Long Grain San Pa Tong Glutinous Rice (Khiew Ngu)","10% Long Grain San Pa Tong Glutinous Rice (Khiew Ngu) Retail",ราคาขายปลีกข้าวสาร,Retail Price (White Rice),ขายปลีก,Retail,"",""
W11030,ไข่ไก่ เบอร์ 2,ไข่ไก่ เบอร์ 2 ขายส่ง,Chicken Egg (No.2),Chicken Egg (No.2) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
R13010,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดสั้น,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดสั้น ขายปลีก,"10% Short Grain San Pa Tong Glutinous Rice (Khiew Ngu)","10% Short Grain San Pa Tong Glutinous Rice (Khiew Ngu) Retail",ราคาขายปลีกข้าวสาร,Retail Price (White Rice),ขายปลีก,Retail,"",""
W11001,ลูกสุกรทั่วไป (นน. 12 กก./ตัว),ลูกสุกรทั่วไป (นน. 12 กก./ตัว) ขายส่ง,"Piglet (in General, 12 kg/Piglet)","Piglet (in General, 12 kg/Piglet) Wholesale",เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11002,ลูกสุกรซีพี (นน. 16 กก./ตัว),ลูกสุกรซีพี (นน. 16 กก./ตัว) ขายส่ง,"Piglet (CP, 16 kg/Piglet)","Piglet (CP, 16 kg/Piglet) Wholesale",เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11003,สุกรมีชีวิต ทั่วไป,สุกรมีชีวิต ทั่วไป ขายส่ง,Live Pig (in General),Live Pig (in General) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11004,สุกรมีชีวิต ฟาร์ม,สุกรมีชีวิต ฟาร์ม ขายส่ง,Live Pig (Farm),Live Pig (Farm) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11005,สุกรชำแหละ ทั่วไป,สุกรชำแหละ ทั่วไป ขายส่ง,Pork (in General),Pork (in General) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11006,สุกรชำแหละ ฟาร์ม,สุกรชำแหละ ฟาร์ม ขายส่ง,Pork (Farm),Pork (Farm) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11007,สุกรชำแหละ เนื้อสัน สันใน,สุกรชำแหละ เนื้อสัน สันใน ขายส่ง,Pork Tenderloin,Pork Tenderloin Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11008,สุกรชำแหละ เนื้อสัน สันนอก,สุกรชำแหละ เนื้อสัน สันนอก ขายส่ง,Pork Loin,Pork Loin Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11009,สุกรชำแหละ เนื้อแดง สะโพก,สุกรชำแหละ เนื้อแดง สะโพก ขายส่ง,Pork Ham,Pork Ham Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11010,สุกรชำแหละ เนื้อแดง ไหล่,สุกรชำแหละ เนื้อแดง ไหล่ ขายส่ง,Pork Shoulder,Pork Shoulder Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11011,สุกรชำแหละ เนื้อสามชั้น,สุกรชำแหละ เนื้อสามชั้น ขายส่ง,Pork Belly,Pork Belly Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11012,สุกรชำแหละ มันแข็ง,สุกรชำแหละ มันแข็ง ขายส่ง,Pork Fatback,Pork Fatback Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11013,สุกรชำแหละ เศษมัน,สุกรชำแหละ เศษมัน ขายส่ง,Pork Trimmings,Pork Trimmings Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11014,สุกรชำแหละ มันเปลว,สุกรชำแหละ มันเปลว ขายส่ง,Pork Leaf Fat,Pork Leaf Fat Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11015,ลูกไก่ไข่,ลูกไก่ไข่ ขายส่ง,Layer Hen Chick,Layer Hen Chick Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11016,ลูกไก่เนื้อ ทั่วไป,ลูกไก่เนื้อ ทั่วไป ขายส่ง,Broiler Chick (in General),Broiler Chick (in General) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11017,ลูกไก่เนื้อ ซีพี,ลูกไก่เนื้อ ซีพี ขายส่ง,Broiler Chick (CP),Broiler Chick (CP) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11018,ไก่มีชีวิต (ทั่วไป),ไก่มีชีวิต (ทั่วไป) ขายส่ง,Live Chicken (in General),Live Chicken (in General) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11019,ไก่มีชีวิต (ซี.พี.),ไก่มีชีวิต (ซี.พี.) ขายส่ง,Live Chicken (CP),Live Chicken (CP) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11020,ไก่สดทั้งตัว (รวมเครื่องใน),ไก่สดทั้งตัว (รวมเครื่องใน) ขายส่ง,Whole Chicken with Offals,Whole Chicken with Offals Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11021,ไข่เป็ด คละ ณ แหล่งผลิต,ไข่เป็ด คละ ณ แหล่งผลิต ขายส่ง,"Duck Egg (Mixed Grade, Price at Farm)","Duck Egg (Mixed Grade, Price at Farm) Wholesale",เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11022,ไข่เป็ด ใหญ่,ไข่เป็ด ใหญ่ ขายส่ง,Large Duck Egg,Large Duck Egg Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11025,ไข่เป็ดเค็ม ใหญ่,ไข่เป็ดเค็ม ใหญ่ ขายส่ง,Large Salted Duck Egg,Large Salted Duck Egg Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11026,ไข่เป็ดเค็ม กลาง,ไข่เป็ดเค็ม กลาง ขายส่ง,Medium-Sized Salted Duck Egg,Medium-Sized Salted Duck Egg Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11027,ไข่ไก่ คละ ณ แหล่งผลิต,ไข่ไก่ คละ ณ แหล่งผลิต ขายส่ง,"Chicken Egg (Mixed Grade, Price at Farm)","Chicken Egg (Mixed Grade, Price at Farm) Wholesale",เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11028,ไข่ไก่ เบอร์ 0,ไข่ไก่ เบอร์ 0 ขายส่ง,Chicken Egg (No.0),Chicken Egg (No.0) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11033,ไข่ไก่ เบอร์ 5,ไข่ไก่ เบอร์ 5 ขายส่ง,Chicken Egg (No.5),Chicken Egg (No.5) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11034,โคมีชีวิต,โคมีชีวิต ขายส่ง,Live Cattle,Live Cattle Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11035,เนื้อโค ติดกระดูก,เนื้อโค ติดกระดูก ขายส่ง,Bone-In Beef,Bone-In Beef Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11036,เนื้อโค เลาะกระดูกขาหน้า,เนื้อโค เลาะกระดูกขาหน้า ขายส่ง,Deboned Beef (Front Leg),Deboned Beef (Front Leg) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11037,เนื้อโค เลาะกระดูกขาหลัง,เนื้อโค เลาะกระดูกขาหลัง ขายส่ง,Deboned Beef (Hind Leg),Deboned Beef (Hind Leg) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11038,กระบือ มีชีวิต,กระบือ มีชีวิต ขายส่ง,Live Buffalo,Live Buffalo Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11039,เนื้อกระบือ ติดกระดูก,เนื้อกระบือ ติดกระดูก ขายส่ง,Bone-In Buffalo Meat,Bone-In Buffalo Meat Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11040,เนื้อกระบือ เลาะกระดูกขาหน้า,เนื้อกระบือ เลาะกระดูกขาหน้า ขายส่ง,Deboned Buffalo Meat (Front Leg),Deboned Buffalo Meat (Front Leg) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11041,เนื้อกระบือ เลาะกระดูกขาหลัง,เนื้อกระบือ เลาะกระดูกขาหลัง ขายส่ง,Deboned Buffalo Meat (Hind Leg),Deboned Buffalo Meat (Hind Leg) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11042,ไก่สดชำแหละ เนื้อสันใน,ไก่สดชำแหละ เนื้อสันใน ขายส่ง,Chicken Tenderloin,Chicken Tenderloin Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11043,ไก่สดชำแหละ เนื้ออก (เนื้อล้วน),ไก่สดชำแหละ เนื้ออก (เนื้อล้วน) ขายส่ง,Chicken Breast (Meat Only),Chicken Breast (Meat Only) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11044,ไก่สดชำแหละ น่อง สะโพก,ไก่สดชำแหละ น่อง สะโพก ขายส่ง,Chicken Drumstick and Thigh,Chicken Drumstick and Thigh Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11045,ไก่สดชำแหละ ปีก ทั้งปีก (ปีกเต็ม),ไก่สดชำแหละ ปีก ทั้งปีก (ปีกเต็ม) ขายส่ง,Whole Chicken Wing,Whole Chicken Wing Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11046,ไก่สดชำแหละ ปีกบน,ไก่สดชำแหละ ปีกบน ขายส่ง,Chicken Drumette,Chicken Drumette Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11047,ไก่สดชำแหละ เครื่องใน,ไก่สดชำแหละ เครื่องใน ขายส่ง,Chicken Offal,Chicken Offal Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11048,ไก่สดชำแหละ หนัง,ไก่สดชำแหละ หนัง ขายส่ง,Chicken Skin,Chicken Skin Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11049,ไก่สดชำแหละ แข้ง ขา ตีน,ไก่สดชำแหละ แข้ง ขา ตีน ขายส่ง,Chicken Leg and Foot,Chicken Leg and Foot Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11050,ไก่สดชำแหละ โครงกระดูก,ไก่สดชำแหละ โครงกระดูก ขายส่ง,Chicken Carcass,Chicken Carcass Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11051,เนื้อโค สะโพก,เนื้อโค สะโพก ขายส่ง,Beef Round,Beef Round Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11052,เนื้อโค สันนอก,เนื้อโค สันนอก ขายส่ง,Beef Sirloin,Beef Sirloin Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11053,เนื้อโค สันใน,เนื้อโค สันใน ขายส่ง,Beef Tenderloin,Beef Tenderloin Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11054,เนื้อโค ส่วนน่อง,เนื้อโค ส่วนน่อง ขายส่ง,Beef Shank,Beef Shank Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11055,เนื้อโค สามชั้น,เนื้อโค สามชั้น ขายส่ง,Beef Plate,Beef Plate Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11056,ไก่สดชำแหละ น่อง,ไก่สดชำแหละ น่อง ขายส่ง,Chicken Drumstick,Chicken Drumstick Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11057,ไก่สดชำแหละ สะโพก,ไก่สดชำแหละ สะโพก ขายส่ง,Chicken Thigh,Chicken Thigh Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11058,ไก่สดชำแหละ เนื้ออก (ติดหนัง),ไก่สดชำแหละ เนื้ออก (ติดหนัง) ขายส่ง,Chicken Breast with Skin,Chicken Breast with Skin Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11059,เป็ดสด (ทั้งตัว) ขนาดไซส์ S,เป็ดสด (ทั้งตัว) ขนาดไซส์ S ขายส่ง,S-Sized Whole Duck,S-Sized Whole Duck Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11060,เป็ดสด (ทั้งสด) ขนาดไซส์ M-MM,เป็ดสด (ทั้งสด) ขนาดไซส์ M-MM ขายส่ง,M/MM-Sized Whole Duck,M/MM-Sized Whole Duck Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11061,เป็ดสด (ทั้งตัว) ขนาดไซส์ L,เป็ดสด (ทั้งตัว) ขนาดไซส์ L ขายส่ง,L-Sized Whole Duck,L-Sized Whole Duck Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W11062,เป็ดสด (ทั้งตัว) ขนาดไซส์ XL,เป็ดสด (ทั้งตัว) ขนาดไซส์ XL ขายส่ง,XL-Sized Whole Duck,XL-Sized Whole Duck Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
W12001,กุ้งขาว (40 ตัว/กก.),กุ้งขาว (40 ตัว/กก.) ขายส่ง,Whiteleg Shrimp (40 Shrimps/kg),Whiteleg Shrimp (40 Shrimps/kg) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12002,กุ้งขาว (50 ตัว/กก.),กุ้งขาว (50 ตัว/กก.) ขายส่ง,Whiteleg Shrimp (50 Shrimps/kg),Whiteleg Shrimp (50 Shrimps/kg) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12003,กุ้งขาว (60 ตัว/กก.),กุ้งขาว (60 ตัว/กก.) ขายส่ง,Whiteleg Shrimp (60 Shrimps/kg),Whiteleg Shrimp (60 Shrimps/kg) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12004,กุ้งขาว (70 ตัว/กก.),กุ้งขาว (70 ตัว/กก.) ขายส่ง,Whiteleg Shrimp (70 Shrimps/kg),Whiteleg Shrimp (70 Shrimps/kg) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12005,กุ้งขาว (80 ตัว/กก.),กุ้งขาว (80 ตัว/กก.) ขายส่ง,Whiteleg Shrimp (80 Shrimps/kg),Whiteleg Shrimp (80 Shrimps/kg) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12006,กุ้งแชบ๊วย (40-50 ตัว/กก.),กุ้งแชบ๊วย (40-50 ตัว/กก.) ขายส่ง,Banana Prawn (40–50 Prawns/kg),Banana Prawn (40–50 Prawns/kg) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12007,กุ้งเปลือกแข็ง (40-50 ตัว/กก.),กุ้งเปลือกแข็ง (40-50 ตัว/กก.) ขายส่ง,Hard-Shell Shrimp (40–50 Shrimps/kg),Hard-Shell Shrimp (40–50 Shrimps/kg) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12008,กุ้งก้ามกรามบ่อเลี้ยงไทย (ขนาดกลาง) 15-16 ตัว/กก.,กุ้งก้ามกรามบ่อเลี้ยงไทย (ขนาดกลาง) 15-16 ตัว/กก. ขายส่ง,Medium-Sized Thai-Farmed Giant Freshwater Prawn (15–16 Prawns/kg),Medium-Sized Thai-Farmed Giant Freshwater Prawn (15–16 Prawns/kg) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12009,ปลาหมึกกล้วย คละ,ปลาหมึกกล้วย คละ ขายส่ง,Squid (Mixed Grade),Squid (Mixed Grade) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12010,ปลาหมึกกระดอง คละ,ปลาหมึกกระดอง คละ ขายส่ง,Cuttlefish (Mixed Grade),Cuttlefish (Mixed Grade) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12011,หอยแครง คละ,หอยแครง คละ ขายส่ง,Blood Cockle (Mixed Grade),Blood Cockle (Mixed Grade) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12012,หอยลาย คละ,หอยลาย คละ ขายส่ง,Undulated Surf Clam (Mixed Grade),Undulated Surf Clam (Mixed Grade) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12013,หอยแมลงภู่ คละ,หอยแมลงภู่ คละ ขายส่ง,Green Mussel (Mixed Grade),Green Mussel (Mixed Grade) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12014,ปลาทูสด (9-12 ตัว/กก.),ปลาทูสด (9-12 ตัว/กก.) ขายส่ง,Fresh Short Mackerel (9–12 Fishes/kg),Fresh Short Mackerel (9–12 Fishes/kg) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12015,ปลาช่อน,ปลาช่อน ขายส่ง,Snakehead Fish,Snakehead Fish Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W13028,ขิงแก่ คละ,ขิงแก่ คละ ขายส่ง,Old Ginger (Mixed Grade),Old Ginger (Mixed Grade) Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W12016,ปลาดุก (พันธ์บิ๊กอุย),ปลาดุก (พันธ์บิ๊กอุย) ขายส่ง,North African-Broadhead Hybrid Catfish,North African-Broadhead Hybrid Catfish Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12017,ปลานิล,ปลานิล ขายส่ง,Tilapia,Tilapia Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12018,ปลาสวาย,ปลาสวาย ขายส่ง,Iridescent Shark Catfish,Iridescent Shark Catfish Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12019,ปลาทับทิม,ปลาทับทิม ขายส่ง,Red Tilapia,Red Tilapia Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12020,ปลาทูเข่ง (2-3 ตัว/เข่ง),ปลาทูเข่ง (2-3 ตัว/เข่ง) ขายส่ง,Short Mackerel (2–3 Fishes/Basket),Short Mackerel (2–3 Fishes/Basket) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W12021,ปลากระพงขาว (0.7-2 กก./ตัว),ปลากระพงขาว (0.7-2 กก./ตัว) ขายส่ง,Sea Bass (0.7–2 kg/Fish),Sea Bass (0.7–2 kg/Fish) Wholesale,สัตว์น้ำ,Aquatic Animal,ขายส่ง,Wholesale,"",""
W13001,ผักคะน้า,ผักคะน้า ขายส่ง,Chinese Kale,Chinese Kale Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13002,ผักบุ้งจีน,ผักบุ้งจีน ขายส่ง,Chinese Morning Glory,Chinese Morning Glory Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13003,ผักกวางตุ้ง,ผักกวางตุ้ง ขายส่ง,Choy Sum,Choy Sum Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13005,ผักกาดขาว (ลุ้ย),ผักกาดขาว (ลุ้ย) ขายส่ง,Napa Cabbage,Napa Cabbage Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13006,กะหล่ำปลี,กะหล่ำปลี ขายส่ง,Cabbage,Cabbage Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13007,กะหล่ำดอก,กะหล่ำดอก ขายส่ง,Cauliflower,Cauliflower Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13008,มะระจีน,มะระจีน ขายส่ง,Chinese Bitter Melon,Chinese Bitter Melon Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13009,มะเขือเทศสีดา,มะเขือเทศสีดา ขายส่ง,Sida Tomato,Sida Tomato Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13010,มะเขือเทศผลใหญ่,มะเขือเทศผลใหญ่ ขายส่ง,Large Tomato,Large Tomato Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13011,มะเขือเจ้าพระยา,มะเขือเจ้าพระยา ขายส่ง,Chao Phraya Eggplant,Chao Phraya Eggplant Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13012,ถั่วฝักยาว,ถั่วฝักยาว ขายส่ง,Yardlong Bean,Yardlong Bean Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13013,แตงกวา,แตงกวา ขายส่ง,Cucumber,Cucumber Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13014,ฟักเขียว,ฟักเขียว ขายส่ง,Winter Melon,Winter Melon Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13015,หัวผักกาด,หัวผักกาด ขายส่ง,Daikon,Daikon Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13016,หน่อไม้ฝรั่ง,หน่อไม้ฝรั่ง ขายส่ง,Asparagus,Asparagus Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13017,ข้าวโพดฝักอ่อน,ข้าวโพดฝักอ่อน ขายส่ง,Baby Corn,Baby Corn Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13018,ผักชี,ผักชี ขายส่ง,Cilantro,Cilantro Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13019,ต้นหอม,ต้นหอม ขายส่ง,Spring Onion,Spring Onion Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13020,พริกสดชี้ฟ้า (แดง),พริกสดชี้ฟ้า (แดง) ขายส่ง,Red Spur Chili,Red Spur Chili Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13021,พริกขี้หนูจินดา (แดง),พริกขี้หนูจินดา (แดง) ขายส่ง,Red Jinda Bird’s Eye Chili,Red Jinda Bird’s Eye Chili Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13022,ขึ้นฉ่าย,ขึ้นฉ่าย ขายส่ง,Celery,Celery Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13023,ผักกะเฉด 1 กำ,ผักกะเฉด 1 กำ ขายส่ง,Water Mimosa (1 Bundle),Water Mimosa (1 Bundle) Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13024,ผักบุ้งไทย 10 กำ,ผักบุ้งไทย 10 กำ ขายส่ง,Thai Morning Glory (10 Bundles),Thai Morning Glory (10 Bundles) Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13025,มะนาว เบอร์ 1-2,มะนาว เบอร์ 1-2 ขายส่ง,Lime (No.1–2),Lime (No.1–2) Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13026,มะนาว เบอร์ 3-4,มะนาว เบอร์ 3-4 ขายส่ง,Lime (No.3–4),Lime (No.3–4) Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13027,ขิงอ่อน,ขิงอ่อน ขายส่ง,Young Ginger,Young Ginger Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13030,พริกขี้หนูสวน (เม็ดกลาง),พริกขี้หนูสวน (เม็ดกลาง) ขายส่ง,Medium-Sized Bird’s Eye Chili,Medium-Sized Bird’s Eye Chili Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W13031,มะละกอ พันธุ์แขกดำดำเนิน,มะละกอ พันธุ์แขกดำดำเนิน ขายส่ง,Khaek Dam Dam Noen Papaya,Khaek Dam Dam Noen Papaya Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
W14001,ส้มเขียวหวาน สายน้ำผึ้ง เบอร์ 4,ส้มเขียวหวาน สายน้ำผึ้ง เบอร์ 4 ขายส่ง,Khieo Waan and Sai Nam Phueng Tangerine (No.4),Khieo Waan and Sai Nam Phueng Tangerine (No.4) Wholesale,ผลไม้,Fruit,ขายส่ง,Wholesale,"",""
W14002,ส้มเขียวหวาน สายน้ำผึ้ง เบอร์ 5,ส้มเขียวหวาน สายน้ำผึ้ง เบอร์ 5 ขายส่ง,Khieo Waan and Sai Nam Phueng Tangerine (No.5),Khieo Waan and Sai Nam Phueng Tangerine (No.5) Wholesale,ผลไม้,Fruit,ขายส่ง,Wholesale,"",""
W14003,ส้มเขียวหวาน สายน้ำผึ้ง เบอร์ 6,ส้มเขียวหวาน สายน้ำผึ้ง เบอร์ 6 ขายส่ง,Khieo Waan and Sai Nam Phueng Tangerine (No.6),Khieo Waan and Sai Nam Phueng Tangerine (No.6) Wholesale,ผลไม้,Fruit,ขายส่ง,Wholesale,"",""
W14004,ส้มโอ ขาวทองดี ใหญ่,ส้มโอ ขาวทองดี ใหญ่ ขายส่ง,Large Thong Dee Pomelo,Large Thong Dee Pomelo Wholesale,ผลไม้,Fruit,ขายส่ง,Wholesale,"",""
W14005,ส้มโอ ขาวทองดี เล็ก,ส้มโอ ขาวทองดี เล็ก ขายส่ง,Small Thong Dee Pomelo,Small Thong Dee Pomelo Wholesale,ผลไม้,Fruit,ขายส่ง,Wholesale,"",""
W14006,มะละกอแขกดำ,มะละกอแขกดำ ขายส่ง,Khaek Dam Papaya,Khaek Dam Papaya Wholesale,ผลไม้,Fruit,ขายส่ง,Wholesale,"",""
W14007,แตงโม พันธุ์กินรี,แตงโม พันธุ์กินรี ขายส่ง,Kinnaree Watermelon,Kinnaree Watermelon Wholesale,ผลไม้,Fruit,ขายส่ง,Wholesale,"",""
